 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
260416K,VCG KESTREL LIMITED===========,0000003153,1,"2,293.00",DAY TO DAY MINOR IMPS,03/05/16,"2,293.00",Property PFI,Facilities & Management S
270416K,VCG KESTREL LIMITED===========,0000003183,1,"3,379.00",PRINTING,03/05/16,"3,379.00",LFB 150th Anniversary,Facilities & Management S
270416K,VCG KESTREL LIMITED===========,0000003186,1,440.00,PRINTING,03/05/16,440.00,Communications,Facilities & Management S
260416K,GARRAN LOCKERS LTD============,0000011833,1,362.22,OFFICE FURNITURE,03/05/16,362.22,Fire Safety Regulation,Furniture
270416K,WOLF SAFETY LAMP CO LTD=======,0000030313,1,"3,870.00",GENERAL CONSUMABLES,03/05/16,"11,655.00",Procurement,Fire & Rescue
270416K,WOLF SAFETY LAMP CO LTD=======,0000030313,2,"7,785.00",GENERAL CONSUMABLES,03/05/16,,Procurement,Fire & Rescue
270416K,MOOLANDS LTD,00004523,1,"1,680.20",PLANNED BUILDING DECORATIONS,03/05/16,"1,680.20",Technical and Service Support,"Works - Construction, R&M"
141457,L B OF CAMDEN ================,0065162975,1,"1,140.00",PROPERTY RATES,03/05/16,"1,140.00",Technical and Service Support,Statutory Bodies
141455,THAMES WATER UTILITIES LTD====,0229569091D,1,481.07,WATER & SEWERAGE RATES,03/05/16,481.07,Technical and Service Support,Utilities
141457,MS. LUCY ORGAN,092956,1,"1,350.00",PROFESSIONAL FEES ENFORCEMENT,03/05/16,"1,350.00",Legal & Democratic Services,Legal Services
141455,THAMES WATER UTILITIES LTD====,1038570223D,1,386.68,WATER & SEWERAGE RATES,03/05/16,386.68,Technical and Service Support,Utilities
260416K,PROLEC CONTRACTORS LTD,10505,1,"1,748.00",PLANNED BUILDING DECORATIONS,03/05/16,"1,748.00",Technical and Service Support,Building Constr Materials
260416K,AZTEC COMPUTING LTD===========,10509,1,"8,540.01",MAINTENANCE & SUPPORT,03/05/16,"8,540.01",Information and Communication Technology,ICT
260416K,IBM UK LIMITED================,105359450,1,729.00,MAINTENANCE & SUPPORT,03/05/16,"33,370.00",Information and Communication Technology,ICT
260416K,IBM UK LIMITED================,105359450,2,"3,705.00",MAINTENANCE & SUPPORT,03/05/16,,Information and Communication Technology,ICT
260416K,IBM UK LIMITED================,105359450,3,"7,536.00",MAINTENANCE & SUPPORT,03/05/16,,Information and Communication Technology,ICT
260416K,IBM UK LIMITED================,105359450,4,"21,400.00",MAINTENANCE & SUPPORT,03/05/16,,Information and Communication Technology,ICT
150416K,MULTITONE ELECTRONICS PLC=====,107255,1,175.00,RADIO,03/05/16,"5,222.00",Information and Communication Technology,ICT
150416K,MULTITONE ELECTRONICS PLC=====,107255,2,"4,750.00",RADIO,03/05/16,,Information and Communication Technology,ICT
150416K,MULTITONE ELECTRONICS PLC=====,107255,3,250.00,RADIO,03/05/16,,Information and Communication Technology,ICT
150416K,MULTITONE ELECTRONICS PLC=====,107255,4,47.00,RADIO,03/05/16,,Information and Communication Technology,ICT
190416K,MULTITONE ELECTRONICS PLC=====,107280,1,393.00,RADIO,03/05/16,937.50,Information and Communication Technology,ICT
190416K,MULTITONE ELECTRONICS PLC=====,107280,2,234.50,RADIO,03/05/16,,Information and Communication Technology,ICT
190416K,MULTITONE ELECTRONICS PLC=====,107280,3,295.00,RADIO,03/05/16,,Information and Communication Technology,ICT
190416K,MULTITONE ELECTRONICS PLC=====,107280,4,15.00,RADIO,03/05/16,,Information and Communication Technology,ICT
800062403,*JAMES HUNTER (OUTFITTERS) LTD,108172,1,231.56,CLOTHING,03/05/16,293.35,Fire Stations (North West),Clothing
800062403,*JAMES HUNTER (OUTFITTERS) LTD,108172,2,61.79,CLOTHING,03/05/16,,Fire Stations (North West),Clothing
800083208,*JAMES HUNTER (OUTFITTERS) LTD,108671,1,291.48,CLOTHING,03/05/16,291.48,Fire Stations (South East),Clothing
800083216,*JAMES HUNTER (OUTFITTERS) LTD,108679,1,294.48,CLOTHING,03/05/16,368.93,Fire Stations (South East),Clothing
800083216,*JAMES HUNTER (OUTFITTERS) LTD,108679,2,74.45,CLOTHING,03/05/16,,Fire Stations (South East),Clothing
800083222,*JAMES HUNTER (OUTFITTERS) LTD,108685,1,251.09,CLOTHING,03/05/16,325.54,Fire Stations (North West),Clothing
800083222,*JAMES HUNTER (OUTFITTERS) LTD,108685,2,74.45,CLOTHING,03/05/16,,Fire Stations (North West),Clothing
800083238,*JAMES HUNTER (OUTFITTERS) LTD,108701,1,231.56,CLOTHING,03/05/16,293.35,Fire Stations (South East),Clothing
800083238,*JAMES HUNTER (OUTFITTERS) LTD,108701,2,61.79,CLOTHING,03/05/16,,Fire Stations (South East),Clothing
180416K,*SPRUE SAFETY PRODUCTS LTD====,1091161,1,"2,000.00",FIRE DETECTORS,03/05/16,"2,000.00",Fire Stations (South East),Health & Safety
180416K,*SPRUE SAFETY PRODUCTS LTD====,1091162,1,"2,200.00",FIRE DETECTORS,03/05/16,"4,400.00",Fire Stations (South East),Health & Safety
180416K,*SPRUE SAFETY PRODUCTS LTD====,1091162,2,"2,200.00",FIRE DETECTORS,03/05/16,,Fire Stations (South East),Health & Safety
270416K,MISCO UK LTD,10949488,1,"2,256.00",STATIONERY CONSUMABLES,03/05/16,"2,265.99",Development and Training,ICT
270416K,MISCO UK LTD,10949488,2,9.99,STATIONERY CONSUMABLES,03/05/16,,Development and Training,ICT
270416K,MISCO UK LTD,10955101/10956217,1,431.95,STATIONERY CONSUMABLES,03/05/16,431.95,Development and Training,ICT
210416K,MISCO UK LTD,10979833,1,537.59,STATIONERY CONSUMABLES,03/05/16,"1,085.17",Information and Communication Technology,ICT
210416K,MISCO UK LTD,10979833,2,9.99,STATIONERY CONSUMABLES,03/05/16,,Information and Communication Technology,ICT
210416K,MISCO UK LTD,10979833,3,537.59,STATIONERY CONSUMABLES,03/05/16,,Fire Safety Regulation,ICT
260416K,KONICA MINOLTA BUSINESS,1123767177,1,2.75,OFFICE EQUIPMENT,03/05/16,"11,996.93",Communications,ICT
260416K,KONICA MINOLTA BUSINESS,1123767177,2,264.22,OFFICE EQUIPMENT,03/05/16,,Communications,ICT
260416K,KONICA MINOLTA BUSINESS,1123767177,3,168.98,OFFICE EQUIPMENT,03/05/16,,Communications,ICT
260416K,KONICA MINOLTA BUSINESS,1123767177,4,302.87,OFFICE EQUIPMENT,03/05/16,,Communications,ICT
260416K,KONICA MINOLTA BUSINESS,1123767177,5,"7,421.96",OFFICE EQUIPMENT,03/05/16,,Communications,ICT
