 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
260516K,*KEELA INTERNATIONAL LTD======,0000088634,1,68.25,CLOTHING,03/06/16,"2,261.15",Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,2,76.99,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,3,204.75,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,4,204.75,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,5,136.50,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,6,95.95,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,7,108.84,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,8,287.85,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,9,287.85,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,10,191.90,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,11,39.42,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,12,43.24,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,13,118.26,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,14,118.26,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,15,78.84,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,16,39.90,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,17,39.90,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,18,79.80,CLOTHING,03/06/16,,Operational Resilience,Clothing
260516K,*KEELA INTERNATIONAL LTD======,0000088634,19,39.90,CLOTHING,03/06/16,,Operational Resilience,Clothing
230516K,HEALTH MANAGEMENT LIMITED=====,0000147709,1,"1,800.00",THIRD PARTY REPORTS,03/06/16,"1,800.00",HR Management,Healthcare
230516K,HEALTH MANAGEMENT LIMITED=====,0000147710,1,"2,135.03",DRUG & ALCOHOL TESTS,03/06/16,"10,581.06",HR Management,Healthcare
230516K,HEALTH MANAGEMENT LIMITED=====,0000147710,2,"8,446.03",OHS CONTRACT,03/06/16,,HR Management,Healthcare
260516K,LAWRIE (J.G) CONSULTING,03/16,1,"1,313.04",PROFESSIONAL DEVELOPMENT,03/06/16,"1,313.04",Central Finance,Legal Services
230516K,CUNDALL JOHNSTON AND PARTNERS,100029750,1,"4,298.50",PROFESSIONAL SERVICES,03/06/16,"4,298.50",Property PFI,Consultancy
310516F,PROLEC CONTRACTORS LTD,10537,1,"6,750.50",PLANNED BUILDING DECORATIONS,03/06/16,"6,750.50",Technical and Service Support,Building Constr Materials
800084295,*JAMES HUNTER (OUTFITTERS) LTD,108736,1,56.75,CLOTHING,03/06/16,441.93,Fire Stations (North West),Clothing
800084295,*JAMES HUNTER (OUTFITTERS) LTD,108736,2,239.44,CLOTHING,03/06/16,,Fire Stations (North West),Clothing
800084295,*JAMES HUNTER (OUTFITTERS) LTD,108736,3,145.74,CLOTHING,03/06/16,,Fire Stations (North West),Clothing
800084296,*JAMES HUNTER (OUTFITTERS) LTD,108737,1,231.56,CLOTHING,03/06/16,293.35,Fire Stations (North West),Clothing
800084296,*JAMES HUNTER (OUTFITTERS) LTD,108737,2,61.79,CLOTHING,03/06/16,,Fire Stations (North West),Clothing
270516G,AUXQUIMIA S.A.U,116274,1,"3,250.00",OPERATIONAL EQUIP-PURCHASE,03/06/16,"3,250.00",Fire Stations (North West),Fire & Rescue
260516K,PRINCIPEA CONSULTING,130516,1,"1,335.00",PROFESSIONAL DEVELOPMENT,03/06/16,"1,335.00",Central Finance,Legal Services
141491,LONDON PENSIONS FUND AUTHORITY,1326,1,"83,164.62",LOCAL GOVT PENSION SCHEME PAYM,03/06/16,"83,164.62",Central Finance,Financial Services
