 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
290316G,VCG KESTREL LIMITED===========,0000003019,1,"2,166.00",DAY TO DAY MINOR IMPS,04/04/16,"2,166.00",Property PFI,Facilities & Management S
300316G,DORMA UK LTD==================,0000037459,1,271.33,TACTICAL DAY TO DAY,04/04/16,271.33,Technical And Service Support,"Works - Construction, R&M"
230316K,HEALTH MANAGEMENT LIMITED=====,0000144957,1,326.15,OHS CONTRACT,04/04/16,"3,230.32",HR Management,Healthcare
230316K,HEALTH MANAGEMENT LIMITED=====,0000144957,2,"2,765.38",DRUG & ALCOHOL TESTS,04/04/16,,HR Management,Healthcare
230316K,HEALTH MANAGEMENT LIMITED=====,0000144957,3,138.79,OHS CONTRACT,04/04/16,,HR Management,Healthcare
141423,CB RICHARD ELLIS==============,010109311213,1,"14,277.77",RENTS,04/04/16,"14,277.77",Technical And Service Support,Consultancy
300316K,SCREWFIX DIRECT LTD===========,0694568627,1,391.66,OPERATIONAL EQUIP-PURCHASE,04/04/16,391.66,Exercise Unified Response,Building Constr Materials
300316K,SCREWFIX DIRECT LTD===========,06955031007,1,333.33,OPERATIONAL EQUIP-PURCHASE,04/04/16,333.33,Exercise Unified Response,Building Constr Materials
300316K,SCREWFIX DIRECT LTD===========,0695547704,1,356.38,OPERATIONAL EQUIP-PURCHASE,04/04/16,356.38,Exercise Unified Response,Building Constr Materials
300316G,L B OF SOUTHWARK============,10008201300,1,"1,000.00",GENERAL,04/04/16,"1,000.00",Community Safety Delivery,Consultancy
300316G,ENVIROGRAF,104648,1,560.88,OPERATIONAL EQUIP-PURCHASE,04/04/16,560.88,Community Safety Delivery,Fire & Rescue
800082039,AZTEC COMPUTING LTD===========,10496,1,"11,375.00",MAINTENANCE & SUPPORT,04/04/16,"11,375.00",Information and Communication Technology,ICT
141415,PROLEC CONTRACTORS LTD,10497,1,"2,180.50",STRATEGIC (NON CYCLICAL),04/04/16,"2,180.50",Technical and Service Support,Building Constr Materials
800082040,AZTEC COMPUTING LTD===========,10497,1,"2,450.00",MAINTENANCE & SUPPORT,04/04/16,"2,450.00",Information and Communication Technology,ICT
800062401,*JAMES HUNTER (OUTFITTERS) LTD,108170,1,123.58,CLOTHING,04/04/16,311.75,Operations Fire Stations,Clothing
800062401,*JAMES HUNTER (OUTFITTERS) LTD,108170,2,188.17,CLOTHING,04/04/16,,Operations Fire Stations,Clothing
800077007,*JAMES HUNTER (OUTFITTERS) LTD,108565,1,246.45,CLOTHING,04/04/16,319.32,Operations Fire Stations,Clothing
800077007,*JAMES HUNTER (OUTFITTERS) LTD,108565,2,72.87,CLOTHING,04/04/16,,Operations Fire Stations,Clothing
800081745,*JAMES HUNTER (OUTFITTERS) LTD,108584,1,312.89,CLOTHING,04/04/16,312.89,Central Operations,Clothing
800081750,*JAMES HUNTER (OUTFITTERS) LTD,108589,1,293.13,CLOTHING,04/04/16,295.81,Operations Fire Stations,Clothing
800081750,*JAMES HUNTER (OUTFITTERS) LTD,108589,2,2.68,CLOTHING,04/04/16,,Operations Fire Stations,Clothing
800081752,*JAMES HUNTER (OUTFITTERS) LTD,108591,1,293.13,CLOTHING,04/04/16,293.13,Command Units,Clothing
800081760,*JAMES HUNTER (OUTFITTERS) LTD,108599,1,2.68,CLOTHING,04/04/16,295.81,Operations Fire Stations,Clothing
800081760,*JAMES HUNTER (OUTFITTERS) LTD,108599,2,293.13,CLOTHING,04/04/16,,Operations Fire Stations,Clothing
800081761,*JAMES HUNTER (OUTFITTERS) LTD,108600,1,61.79,CLOTHING,04/04/16,293.35,Operations Fire Stations,Clothing
800081761,*JAMES HUNTER (OUTFITTERS) LTD,108600,2,231.56,CLOTHING,04/04/16,,Operations Fire Stations,Clothing
220316G,*SPRUE SAFETY PRODUCTS LTD====,1089889,1,"1,600.00",FIRE DETECTORS,04/04/16,"1,600.00",Operations Non Fire Stations,Health & Safety
300316K,*SPRUE SAFETY PRODUCTS LTD====,1089987,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1089988,1,494.40,FIRE DETECTORS,04/04/16,494.40,Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1089989,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1089990,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1089991,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316G,*SPRUE SAFETY PRODUCTS LTD====,1089992,1,494.40,FIRE DETECTORS,04/04/16,865.20,Operations Non Fire Stations,Health & Safety
240316G,*SPRUE SAFETY PRODUCTS LTD====,1089992,2,370.80,FIRE DETECTORS,04/04/16,,Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1089993,1,865.20,FIRE DETECTORS,04/04/16,865.20,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1089994,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1089995,1,"1,112.40",FIRE DETECTORS,04/04/16,"1,112.40",Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1089996,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1089997,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1089998,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1089999,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1090000,1,370.80,FIRE DETECTORS,04/04/16,370.80,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090001,1,"1,483.20",FIRE DETECTORS,04/04/16,"1,483.20",Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1090002,1,741.60,FIRE DETECTORS,04/04/16,741.60,Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1090003,1,"1,483.20",FIRE DETECTORS,04/04/16,"1,483.20",Operations Non Fire Stations,Health & Safety
240316G,*SPRUE SAFETY PRODUCTS LTD====,1090007,1,741.60,FIRE DETECTORS,04/04/16,741.60,Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1090056,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1090057,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
230316K,*SPRUE SAFETY PRODUCTS LTD====,1090058,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090059,1,"1,359.60",FIRE DETECTORS,04/04/16,"1,359.60",Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090123,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090124,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090125,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
290316G,*SPRUE SAFETY PRODUCTS LTD====,1090126,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090127,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090128,1,"1,236.00",FIRE DETECTORS,04/04/16,"1,236.00",Operations Non Fire Stations,Health & Safety
240316K,*SPRUE SAFETY PRODUCTS LTD====,1090129,1,618.00,FIRE DETECTORS,04/04/16,618.00,Operations Non Fire Stations,Health & Safety
