 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,1,"1,392,955.47",VEHICLES,01/09/2014,"1,460,536.29"
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,2,"2,798.16",VEHICLES,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,3,"8,037.94",LOST & NFWT OPS EQUIPMENT,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,4,"8,096.93",VEHICLES NWFT,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,5,"3,110.43",ACCIDENT REPAIRS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,6,"1,303.50",ADVERTISING,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,7,141.47,MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,8,"4,810.86",MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,9,"1,575.75",MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,10,"8,014.77",MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,11,704.31,MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,12,"1,137.29",MODIFICATIONS,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,13,"24,325.92",LOST & NFWT OPS EQUIPMENT,01/09/2014,
902441,BABCOCK CRITICAL SERVICES LTD,SINP013527,14,"3,523.49",ACCIDENT REPAIRS,01/09/2014,
140791,THOMAS DUNTON SOLICITORS======,9159/FC,2,"1,000.00",CLAIMANT COSTS AGREED,02/09/2014,"1,000.00"
280814G,*KEELA INTERNATIONAL LTD======,70894,1,46.29,CLOTHING,04/09/2014,493.76
280814G,*KEELA INTERNATIONAL LTD======,70894,2,185.16,CLOTHING,04/09/2014,
280814G,*KEELA INTERNATIONAL LTD======,70894,3,262.31,CLOTHING,04/09/2014,
280814G,NORTHERN DIVER (INTERNATIONAL),153161,1,160,OPERATIONAL EQUIP-PURCHASE,04/09/2014,935
280814G,NORTHERN DIVER (INTERNATIONAL),153161,2,150,OPERATIONAL EQUIP-PURCHASE,04/09/2014,
