 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
701673,THOMPSONS SOLICITORS==========,9521*,2,"20,061.53",CLAIMANT COSTS AGREED,02/03/16,"20,061.53",Compensation Budgets,Legal Services
260216G,VCG KESTREL LIMITED===========,000002911,1,"6,720.00",PRINTING,03/03/16,"6,720.00",LFB 150th Anniversary,Facilities & Management S
290216K,DORMA UK LTD==================,0000040707,1,377.21,TACTICAL DAY TO DAY,03/03/16,377.21,Technical And Service Support,"Works - Construction, R&M"
290216K,GOVNET COMMUNICATIONS=========,0000096939,1,385.00,CONSULTANTS,03/03/16,385.00,National Operational Guidance Project,Human Resources
260216G,MOOLANDS LTD,00004115,1,"9,247.96",STRATEGIC (NON CYCLICAL),03/03/16,"9,247.96",Technical And Service Support,"Works - Construction, R&M"
260216G,MOOLANDS LTD,00004116,1,"9,765.00",STRATEGIC (NON CYCLICAL),03/03/16,"9,765.00",Technical And Service Support,"Works - Construction, R&M"
260216G,MOOLANDS LTD,00004117,1,"8,645.53",STRATEGIC (NON CYCLICAL),03/03/16,"8,645.53",Technical And Service Support,"Works - Construction, R&M"
290216K,SCREWFIX DIRECT LTD===========,0689455054,1,514.97,OPERATIONAL EQUIP-PURCHASE,03/03/16,514.97,Operational Policy,Building Constr Materials
290216K,SCREWFIX DIRECT LTD===========,0693267445,1,254.48,OPERATIONAL EQUIP-PURCHASE,03/03/16,254.48,Operational Policy,Building Constr Materials
290216K,BROWNS OF BEXLEY,10/02/2016,1,510.00,COMMUNITY RELATIONS,03/03/16,510.00,Community Safety Delivery,Catering
800076985,*JAMES HUNTER (OUTFITTERS) LTD,108543,1,251.09,CLOTHING,03/03/16,251.09,Operations Non Fire Stations,Clothing
150216C,MORRISEY ELECTRICAL & BUILDING,1100,1,"44,881.46",DEVELOPMENT  EXPENSES-CONTRACT,03/03/16,"44,881.46",Technical and Service Support,"Works - Construction, R&M"
190216G,NISBETS=======================,12370009,1,529.99,CATERING EQUIPMENT,03/03/16,529.99,Operations Fire Stations,Catering
170216F,REAM CONTRACTS LTD,13510,1,"12,895.00",STRATEGIC (NON CYCLICAL),03/03/16,"12,895.00",Technical and Service Support,Building Constr Materials
260216G,RESPIREX======================,154668,1,237.02,REPAIR & MAINTENANCE,03/03/16,806.02,Technical And Service Support,Clothing
260216G,RESPIREX======================,154668,2,569.00,REPAIR & MAINTENANCE,03/03/16,,Technical And Service Support,Clothing
290216K,PA ASSOCIATES (UK) LTD========,16009,1,852.50,CONSULTANTS,03/03/16,852.50,Technical And Service Support,Environmental Services
250216G,*NPS (SHOES) LTD,16110,1,30.05,CLOTHING,03/03/16,"1,541.80",Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,2,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,3,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,4,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,5,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,6,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,7,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,8,35.00,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,9,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,10,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,11,29.45,CLOTHING,03/03/16,,Fire Safety Regulation,Clothing
250216G,*NPS (SHOES) LTD,16110,12,29.45,CLOTHING,03/03/16,,Command Units,Clothing
250216G,*NPS (SHOES) LTD,16110,13,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,14,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,15,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,16,28.45,CLOTHING,03/03/16,,Fire Safety Regulation,Clothing
250216G,*NPS (SHOES) LTD,16110,17,41.10,CLOTHING,03/03/16,,Fire Safety Regulation,Clothing
250216G,*NPS (SHOES) LTD,16110,18,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,19,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,20,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,21,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,22,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,23,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,24,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,25,30.05,CLOTHING,03/03/16,,Fire Safety Regulation,Clothing
250216G,*NPS (SHOES) LTD,16110,26,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,27,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,28,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,29,30.05,CLOTHING,03/03/16,,Fire Safety Regulation,Clothing
250216G,*NPS (SHOES) LTD,16110,30,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,31,30.05,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,32,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,33,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,34,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,35,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,36,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,37,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,38,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,39,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,40,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,41,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,42,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,43,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,44,29.45,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,45,41.10,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,46,41.10,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,47,41.10,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,48,58.90,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
250216G,*NPS (SHOES) LTD,16110,49,35.00,CLOTHING,03/03/16,,Operations Fire Stations,Clothing
260216G,PERCEPTION DYNAMICS LTD,167173,1,455.00,PROFESSIONAL DEVELOPMENT,03/03/16,455.00,Development and Training,Consultancy
170216F,GREATER LONDON AUTHORITY======,1800005493,1,"24,000.00",CONSULTANTS,03/03/16,"24,000.00",Information Management,Statutory Bodies
230216F,DYSLEXIA ACTION,201508,1,525.00,LEARNING SUPPORT,03/03/16,525.00,Development and Training,Human Resources
190216G,ENERGY AUDITING AGENCY LTD====,20161153,1,990.00,PROFESSIONAL SERVICES,03/03/16,990.00,Technical And Service Support,Statutory Bodies
260216G,CRISPIN HUGHES================,2335,1,320.00,PRESS OFFICE,03/03/16,320.00,Community Safety Delivery,Facilities & Management S
260216G,AECOM INFRASTRUCTURE &,28250816,1,971.57,STRATEGIC (NON CYCLICAL),03/03/16,971.57,Technical And Service Support,Consultancy
290216K,LONDON SOUTH BANK UNIVERSITY==,283814,1,610.00,PROFESSIONAL DEVELOPMENT,03/03/16,610.00,Fire Safety Regulation,Human Resources
260216G,ARKAS LIMITED=================,28427,1,247.00,STRATEGIC (CYCLICAL),03/03/16,823.00,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28427,2,197.50,TACTICAL DAY TO DAY,03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28427,3,214.00,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28427,4,164.50,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28428,1,181.00,TACTICAL DAY TO DAY,03/03/16,728.31,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28428,2,164.50,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28428,3,201.81,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28428,4,181.00,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28430,1,164.50,STRATEGIC (CYCLICAL),03/03/16,825.79,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28430,2,295.74,TACTICAL DAY TO DAY,03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28430,3,181.00,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28430,4,184.55,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28461,1,211.93,STRATEGIC (CYCLICAL),03/03/16,731.06,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28461,2,188.60,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28461,3,330.53,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28464,1,346.00,STRATEGIC (CYCLICAL),03/03/16,"1,404.84",Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28464,2,214.00,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28464,3,247.00,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28464,4,597.84,STRATEGIC (CYCLICAL),03/03/16,,Technical And Service Support,"Works - Construction, R&M"
260216G,ARKAS LIMITED=================,28550,1,"4,416.00",STRATEGIC (CYCLICAL),03/03/16,"4,416.00",Technical and Service Support,"Works - Construction, R&M"
150216C,DRAEGER SAFETY UK LIMITED=====,2910042134,1,636.50,PROTECTIVE EQUIPT - PARTS,03/03/16,666.95,Technical and Service Support,Fire & Rescue
150216C,DRAEGER SAFETY UK LIMITED=====,2910042134,2,30.45,PROTECTIVE EQUIPT - PARTS,03/03/16,,Technical and Service Support,Fire & Rescue
701672,*BURLINGTON UNIFORMS LTD,29773*,1,288.60,UNIFORMS - POMS,03/03/16,288.60,Procurement,Clothing
190216G,B NOKES CONTRACTS LTD,3136,1,460.00,TACTICAL DAY TO DAY,03/03/16,460.00,Technical And Service Support,"Works - Construction, R&M"
190216G,B NOKES CONTRACTS LTD,3151,1,972.00,TACTICAL DAY TO DAY,03/03/16,972.00,Technical And Service Support,"Works - Construction, R&M"
260216G,B NOKES CONTRACTS LTD,3154,1,"5,372.00",STRATEGIC (NON CYCLICAL),03/03/16,"6,416.00",Technical and Service Support,"Works - Construction, R&M"
260216G,B NOKES CONTRACTS LTD,3154,2,"1,044.00",STRATEGIC (NON CYCLICAL),03/03/16,,Technical and Service Support,"Works - Construction, R&M"
260216G,B NOKES CONTRACTS LTD,3156,1,861.75,STRATEGIC (NON CYCLICAL),03/03/16,861.75,Technical and Service Support,"Works - Construction, R&M"
260216G,BRISTOL UNIFORMS LTD==========,334055,1,772.51,CLOTHING,03/03/16,772.51,Procurement,Clothing
260216G,BRISTOL UNIFORMS LTD==========,334057,1,"4,060.01",CLOTHING,03/03/16,"4,060.01",Procurement,Clothing
260216G,BRISTOL UNIFORMS LTD==========,334058,1,"199,159.92",CLOTHING,03/03/16,"199,159.92",Procurement,Clothing
290216K,BRISTOL UNIFORMS LTD==========,334064,1,"1,259.48",CLOTHING,03/03/16,"1,259.48",Procurement,Clothing
260216G,HUNTERS CONTRACTS LIMITED,353224,1,828.00,OFFICE FURNITURE,03/03/16,828.00,Communications,Furniture
260216G,BT GLOBAL SERVICES============,405714,1,"39,327.00",MAINTENANCE & SUPPORT,03/03/16,"39,327.00",Information and Communication Technology,ICT
141389,MR JACK FERRO=================,423880,1,"1,625.00",COUNSELS FEES,03/03/16,"1,625.00",Compensation Budgets,Legal Services
290216K,ELLE MEDIA GROUP,4419,1,"1,715.00",PRINTING,03/03/16,"1,715.00",LFB 150th Anniversary,Facilities & Management S
260216G,SPORTSAFE UK LTD==============,483667,1,315.72,GYM EQUIPMENT,03/03/16,315.72,Technical And Service Support,Sports & Playground Equip
260216G,FOCUS & VISION TECHNOLOGY LTD,50418,1,520.36,MEDICAL EXPENSES CONTRACT,03/03/16,520.36,HR Management,Healthcare
260216G,FOCUS & VISION TECHNOLOGY LTD,50453,1,838.99,MEDICAL EXPENSES CONTRACT,03/03/16,838.99,HR Management,Healthcare
260216G,FOCUS & VISION TECHNOLOGY LTD,50501,1,"1,480.48",MEDICAL EXPENSES CONTRACT,03/03/16,"1,480.48",HR Management,Healthcare
260216G,FOCUS & VISION TECHNOLOGY LTD,50534,1,"1,136.80",MEDICAL EXPENSES CONTRACT,03/03/16,"1,136.80",HR Management,Healthcare
260216G,FOCUS & VISION TECHNOLOGY LTD,50566,1,365.60,MEDICAL EXPENSES CONTRACT,03/03/16,365.60,HR Management,Healthcare
