 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
902708,MR N NEWMAN,50276344,1,340.80,INSURANCE EXCESS,01/02/17,340.80,Procurement,Legal Services
141759,THOMPSONS SOLICITORS==========,9722,1,330.00,CLAIMANT COSTS AGREED,01/02/17,330.00,Compensation Budgets,Legal Services
300117F,COUNTY DURHAM & DARLINGTON FRS,10010329,1,"14,334.84",FIRE AUTHS-MUTUAL ASSISTANCE,02/02/17,"14,334.84",National Operational Guidance Project,Statutory Bodies
260117F,RESPIREX,158345,1,"19,035.36",OPERATIONAL EQUIP-PURCHASE,02/02/17,"19,035.36",Gas Tight Suits,Clothing
260117F,RESPIREX,158373,1,"19,035.36",OPERATIONAL EQUIP-PURCHASE,02/02/17,"19,035.36",Gas Tight Suits,Clothing
300117F,RESPIREX,158439,1,"19,035.36",OPERATIONAL EQUIP-PURCHASE,02/02/17,"19,035.36",Gas Tight Suits,Clothing
260117F,RESPIREX,158484,1,"19,035.36",OPERATIONAL EQUIP-PURCHASE,02/02/17,"19,035.36",Gas Tight Suits,Clothing
141757,BENJAMIN TANKEL,190097D,1,"1,000.00",COUNSELS FEES,02/02/17,"1,000.00",Compensation Budgets,Legal Services
260117F,INFIGO LTD====================,24586,1,660.00,STATIONERY CONSUMABLES,02/02/17,660.00,Communications,Stationery
141757,STERLING ESTATES MANAGEMENT,28/449,1,"8,245.06",RENTS,02/02/17,"8,245.06",Technical and Service Support,Financial Services
300117F,DRAEGER SAFETY UK LIMITED,2910071259,1,380.20,PROTECTIVE EQUIPT - PARTS,02/02/17,380.20,Technical and Service Support,Fire & Rescue
300117F,DRAEGER SAFETY UK LIMITED,2910071774,1,325.65,PROTECTIVE EQUIPT - PARTS,02/02/17,325.65,Technical and Service Support,Fire & Rescue
300117F,DRAEGER SAFETY UK LIMITED,2910072275,1,"1,018.20",PROTECTIVE EQUIPT - PARTS,02/02/17,"1,018.20",Technical and Service Support,Fire & Rescue
300117F,DRAEGER SAFETY UK LIMITED,2910072277,1,"1,087.40",PROTECTIVE EQUIPT - PARTS,02/02/17,"1,306.71",Technical and Service Support,Fire & Rescue
300117F,DRAEGER SAFETY UK LIMITED,2910072277,2,219.31,PROTECTIVE EQUIPT - PARTS,02/02/17,,Technical and Service Support,Fire & Rescue
800094173,ARKAS LIMITED,29864,1,815.46,REACTIVE APPLIANCE BAY DOORS,02/02/17,815.46,Technical and Service Support,"Works - Construction, R&M"
260117F,BRISTOL UNIFORMS LTD==========,3138769,1,834.76,CLOTHING,02/02/17,834.76,Operational Resilience,Clothing
