 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
280916K,BT GLOBAL SERVICES============,0790190346,1,500.00,TELECOMMUNICATIONS,03/10/16,500.00,Information and Communication Technology,ICT
800089374,AZTEC COMPUTING LTD===========,10513,1,"1,312.50",MAINTENANCE & SUPPORT,03/10/16,"1,312.50",HR Management,ICT
800089351,AZTEC COMPUTING LTD===========,10518,1,"1,500.00",MAINTENANCE & SUPPORT,03/10/16,"1,500.00",Community Safety Delivery,ICT
800089352,AZTEC COMPUTING LTD===========,10519,1,"12,187.50",MAINTENANCE & SUPPORT,03/10/16,"12,187.50",Information and Communication Technology,ICT
280916K,*SPRUE SAFETY PRODUCTS LTD====,1096284,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (South West),Health & Safety
280916K,*SPRUE SAFETY PRODUCTS LTD====,1096288,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (South West),Health & Safety
280916K,*SPRUE SAFETY PRODUCTS LTD====,1096289,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (South West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096663,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
260916G,*SPRUE SAFETY PRODUCTS LTD====,1096664,1,"2,224.80",FIRE DETECTORS,03/10/16,"2,224.80",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096666,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096667,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096668,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096674,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096675,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096733,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096735,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
270916K,*SPRUE SAFETY PRODUCTS LTD====,1096738,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
260916G,*SPRUE SAFETY PRODUCTS LTD====,1096743,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096745,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096746,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096748,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096749,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096750,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096751,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
270916K,*SPRUE SAFETY PRODUCTS LTD====,1096752,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096753,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096754,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096755,1,"1,236.00",FIRE DETECTORS,03/10/16,"1,236.00",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096756,1,"2,224.80",FIRE DETECTORS,03/10/16,"2,224.80",Fire Stations (North West),Health & Safety
230916K,*SPRUE SAFETY PRODUCTS LTD====,1096757,1,618.00,FIRE DETECTORS,03/10/16,618.00,Fire Stations (North West),Health & Safety
141625,RESIDENTIAL PARTNERS,11137,1,"7,700.00",RENTS,03/10/16,"7,700.00",Technical and Service Support,Financial Services
800089375,TOTAL SUPPORT SERVICES,160937,1,565.75,REACTIVE APPLIANCE BAY DOORS,03/10/16,"2,555.75",Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,2,160.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,3,200.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,4,185.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,5,340.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,6,140.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
800089375,TOTAL SUPPORT SERVICES,160937,7,140.00,REACTIVE APPLIANCE BAY DOORS,03/10/16,,Technical and Service Support,Works - Construction
