 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
150719K,GEIGER BTC GROUP,0000407360,1,"4,470.00",GENERAL CONSUMABLES,01/08/19,"4,470.00",Procurement,Emergency Services
142763,EDF ENERGY,00006138883,1,609.30,ELECTRICITY,01/08/19,609.30,Technical and Service Support,Utilities
142763,EDF ENERGY,00006138885,1,800.53,ELECTRICITY,01/08/19,800.53,Technical and Service Support,Utilities
142763,EDF ENERGY,00006138888,1,"1,128.68",ELECTRICITY,01/08/19,"1,128.68",Technical and Service Support,Utilities
142763,EDF ENERGY,00006138894,1,661.95,ELECTRICITY,01/08/19,661.95,Technical and Service Support,Utilities
142763,EDF ENERGY,00006138897,1,620.31,ELECTRICITY,01/08/19,620.31,Technical and Service Support,Utilities
160719K,LINCOLNSHIRE COUNTY COUNCIL,10086095,1,"10,091.02",FIRE AUTHORITIES,01/08/19,"10,091.02",CPO Delivery,Non Influenceable Spend
800134991,KIER BUILDING SERV ENGINEERS,10175743,1,29.40,REACTIVE MEP,01/08/19,852.27,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,2,23.16,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,3,6.43,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,4,45.31,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,5,149.66,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,6,259.06,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,7,86.97,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,8,56.50,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,9,110.26,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134991,KIER BUILDING SERV ENGINEERS,10175743,10,85.52,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,1,995.87,REACTIVE MEP,01/08/19,"2,089.14",Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,2,63.40,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,3,55.17,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,4,123.72,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,5,40.51,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,6,27.57,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,7,203.95,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,8,82.70,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,9,28.94,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
800134996,KIER BUILDING SERV ENGINEERS,10175744,10,22.97,REACTIVE MEP,01/08/19,,Technical and Service Support,Works - Construction
