 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
902664,MARY EVANS PICTURE LIBRARY,3/2016,1,402.44,GENERAL,01/09/16,402.44,LFB 150th Anniversary,Education
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,1,35.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,430.00,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,2,60.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,3,30.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,4,140.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,5,115.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,6,5.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,7,30.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
170816K,NORTHERN DIVER (INTERNATIONAL),0000172844,8,15.00,OPERATIONAL EQUIP-PURCHASE,02/09/16,,Technical and Service Support,Fire & Rescue
250816K,MOOLANDS LTD,00005760,1,795.00,STRATEGIC (CYCLICAL),02/09/16,"7,155.00",Technical and Service Support,"Works - Construction, R&M"
250816K,MOOLANDS LTD,00005760,2,795.00,STRATEGIC (CYCLICAL),02/09/16,,Technical and Service Support,"Works - Construction, R&M"
250816K,MOOLANDS LTD,00005760,3,795.00,STRATEGIC (CYCLICAL),02/09/16,,Technical and Service Support,"Works - Construction, R&M"
250816K,MOOLANDS LTD,00005760,4,795.00,STRATEGIC (CYCLICAL),02/09/16,,Technical and Service Support,"Works - Construction, R&M"
